Phospho_Root_Tissues	Phospho_Root_Meristem	Phospho_Root_Meristem_Elong	Phospho_Root_Meristem_Elong_2	Phospho_Root_Cortex	Phospho_Root_Cortex_Silk	Phospho_Root_Cortex_&_Silk	Phospho_Multiple_7	Phospho_Multiple_6	Phospho_Multiple_5	Phospho_Multiple_1	Phospho_Mature_Pollen	Phospho_Mature_Leaf	Phospho_Leaf_Zone_3	Phospho_Leaf_Zone_3_&_Embryo_20	Phospho_Internodes	"Phospho_Internode,Silk,Pr.Root"	Phospho_Germinating_Kernals	Phospho_Endosperm_Crown	Phospho_Endosperm_12_DAP	Phospho_EndoCrown_&_PericapAl	Phospho_Embryo_20_DAP	"Phospho_EarPrim,Leaf1-3Embr20"	Phospho_Dividing_Meristematic	RNA_Silk	RNA_Silk_&_Famale_Spiklet	RNA_Root_Tissues	RNA_Root_Meristem	RNA_Root_Meristem_Elongation	RNA_Root_Cortex	RNA_Root_Cortex_2	RNA_Pericarp_Aleurone	RNA_Multiple_Dividing_Tissues	RNA_Multiple_4	RNA_Mature_Pollen	RNA_Mature_Leaf_8	RNA_Internodes_&_Veg.Meristem	RNA_Germinating_Kernals	RNA_Germinating_Kernals_2	RNA_FemaleSpikIt_&_VegMeristem	RNA_Female_Spikelet_&_Internode	RNA_Endosperm_12_DAP	RNA_EndoCrown_&_PericarpAl	RNA_Embryo	RNA_Embryo_20_DAP	RNA_Embryo_Ear_Primordia	RNA_Ear_Primordia	"RNA_EarPrim,Leaf1-3,Embr20"	Protein_Dividing_Meristematic	Protein_EndoCrown&PericarpAl	Protein_Germinating_Kernals	Protein_Internodes_2	Protein_Internodes	Protein_Leaf_Zone_3	Protein_Mature_Leaf_8	Protein_Mature_Pollen	Protein_Multiple_1	Protein_Multiple_2	Protein_Multiple_3	Protein_Pericarp_Aleurone	Protein_PrimaryRoot&RootCortex	Protein_Root_Cortex_Silk	Protein_Root_Cortex	Protein_Root_Meristem	Protein_Root_Tissues	Protein_Young_Seed_(En&Em)
GRMZM2G457705	GRMZM2G124592	GRMZM2G052078	GRMZM2G119640	GRMZM2G064189	GRMZM2G018241	GRMZM5G858165	GRMZM5G838403	GRMZM2G435338	GRMZM2G096470	GRMZM2G052435	GRMZM5G875238	GRMZM2G019404	GRMZM2G129569	GRMZM2G410812	GRMZM2G146143	AC199067.2_FGP004		GRMZM2G110509	GRMZM2G011324	GRMZM2G139293	GRMZM5G841360	GRMZM2G430745	GRMZM2G423292	GRMZM2G064914	GRMZM2G473456	GRMZM2G494688	GRMZM2G125271	GRMZM2G003306	GRMZM5G837563	GRMZM2G495881	GRMZM2G487900	GRMZM2G181192	GRMZM2G083253	GRMZM2G082517	GRMZM2G160268	GRMZM2G430056	GRMZM2G087186	GRMZM2G028110	GRMZM5G882466	GRMZM2G172244	GRMZM2G074158	GRMZM2G492334	GRMZM5G857605	GRMZM5G806139	GRMZM2G565661	GRMZM2G092689	GRMZM2G341405	AC155376.2_FG005	AC234166.1_FG001	AC233879.1_FG002	GRMZM2G022958	GRMZM2G046885	GRMZM2G005339	AC207722.2_FG009	AC205122.4_FG003	AC208201.3_FG001	GRMZM2G006080	GRMZM2G066578	GRMZM2G003814	AC217947.4_FG002	GRMZM2G001253	AC211394.4_FG004	AC196489.3_FG002	GRMZM2G000483	GRMZM2G013042
GRMZM2G031308	GRMZM2G461399	GRMZM2G412470	GRMZM2G023585	GRMZM2G468260	GRMZM2G424832	GRMZM2G107597	GRMZM2G340756	GRMZM2G001816	GRMZM2G043056	GRMZM2G008497	GRMZM5G841660	GRMZM2G008507	GRMZM2G178829	GRMZM2G113202	GRMZM2G147856	GRMZM2G070323		GRMZM2G151193	GRMZM2G171987	GRMZM2G074158	GRMZM2G476107	GRMZM5G839512	GRMZM2G139617	GRMZM5G822237	GRMZM5G836222	GRMZM5G895128	GRMZM2G116292	AC233865.1_FG001	GRMZM2G164229	GRMZM2G540863	GRMZM2G304548	GRMZM2G430807	GRMZM2G006765	GRMZM2G074361	GRMZM2G012397	GRMZM2G401147	GRMZM2G355752	GRMZM2G125635	GRMZM2G084429	GRMZM2G430600	AC199315.4_FG001	GRMZM2G422670	GRMZM2G051943	GRMZM2G033894	GRMZM2G078441	GRMZM5G842992	GRMZM2G514563	AC155377.1_FG002	GRMZM2G000278	GRMZM2G001255	GRMZM2G023840	GRMZM2G058158	GRMZM2G009365	AC208571.4_FG001	AC207456.3_FG003	AC216247.3_FG005	GRMZM2G007721	GRMZM2G067747	GRMZM2G004858	AC218972.3_FG001	GRMZM2G001454	AC217293.3_FG007	AC197013.3_FG003	GRMZM2G000777	GRMZM2G013981
GRMZM2G074718	GRMZM2G084406	GRMZM2G326472	GRMZM2G157219	GRMZM2G002523	GRMZM2G165944	GRMZM2G458728	GRMZM2G126148	GRMZM2G384463	GRMZM2G480002	GRMZM2G377311	AC152495.1_FGP003	GRMZM2G000973	GRMZM2G045660	GRMZM2G163334	GRMZM2G478417	GRMZM2G082318		GRMZM2G149768	GRMZM2G002440	GRMZM2G141784	GRMZM2G164580	GRMZM2G166049	GRMZM2G096806	GRMZM2G025242	GRMZM2G109959	GRMZM2G015295	GRMZM2G092296	GRMZM5G891837	AC215260.3_FG001	GRMZM2G353268	GRMZM2G088365	GRMZM2G115357	GRMZM2G433844	GRMZM2G125356	GRMZM2G162805	GRMZM2G153488	GRMZM2G124524	GRMZM5G889229	GRMZM2G093347	GRMZM2G043127	GRMZM5G888275	GRMZM2G012209	GRMZM5G835323	GRMZM2G032878	GRMZM2G112238	GRMZM2G032095	GRMZM2G508373	AC155434.2_FG004	GRMZM2G000566	GRMZM2G001853	GRMZM2G025870	GRMZM2G059102	GRMZM2G010953	AC210013.4_FG014	AC207628.4_FG005	AC217121.3_FG007	GRMZM2G008095	GRMZM2G073571	GRMZM2G005493	AC230013.2_FG007	GRMZM2G004511	AC234161.1_FG001	AC197146.3_FG001	GRMZM2G000816	GRMZM2G016749
GRMZM5G851698	GRMZM2G400718	GRMZM2G018229	GRMZM2G406101	GRMZM2G011651	GRMZM2G112336	GRMZM2G138342	GRMZM2G163912	GRMZM2G015432	GRMZM2G040145	GRMZM2G052688	GRMZM2G303337	GRMZM2G092825	GRMZM2G061094	GRMZM2G339540	GRMZM2G157722	GRMZM5G805675		AC233866.1_FGP006	GRMZM2G081013	GRMZM2G126853	AC215244.3_FGP002	AC205471.4_FGP002	GRMZM2G121210	GRMZM2G098346	GRMZM2G041258	GRMZM2G066460	GRMZM5G827266	GRMZM2G063896	GRMZM2G005721	GRMZM2G096680	GRMZM2G024993	GRMZM5G849275	GRMZM2G102829	GRMZM2G153268	GRMZM2G155216	GRMZM5G825241	GRMZM2G540749	GRMZM5G844094	GRMZM5G815009	GRMZM5G810723	GRMZM5G880228	GRMZM2G173501	GRMZM2G025857	GRMZM2G135132	GRMZM5G802816	GRMZM2G481730	GRMZM5G898444	AC155496.2_FG009	GRMZM2G000749	GRMZM2G003190	GRMZM2G033074	GRMZM2G061499	GRMZM2G011314	AC210193.4_FG002	AC208327.4_FG006	AC235544.1_FG004	GRMZM2G008919	GRMZM2G073668	GRMZM2G008607	AC233853.1_FG003	GRMZM2G004641	AC234171.1_FG003	AC197246.3_FG003	GRMZM2G003165	GRMZM2G018006
GRMZM2G009945	GRMZM2G418604	AC196475.3_FGP005	GRMZM2G027595	AC235546.1_FGP001	GRMZM2G104092	GRMZM2G044460	GRMZM2G108677	GRMZM5G813584	GRMZM2G028521	GRMZM2G155375	GRMZM2G138200	GRMZM2G110504	GRMZM2G403039	GRMZM2G412343	GRMZM2G479760	GRMZM2G012631		GRMZM2G001327	GRMZM2G028900	GRMZM2G123537	GRMZM2G139941	GRMZM2G322129	GRMZM2G033478	GRMZM2G089736	GRMZM2G127160	GRMZM2G047732	GRMZM2G140116	AC233788.2_FG002	AC188003.3_FG011	GRMZM2G091054	GRMZM2G487882	GRMZM2G155242	GRMZM2G135177	GRMZM2G390931	GRMZM5G849545	GRMZM2G340251	GRMZM2G058675	AC191661.3_FG001	GRMZM2G176903	GRMZM2G134759	GRMZM2G576529	GRMZM2G038820	GRMZM2G133275	GRMZM5G806179	GRMZM2G122479	GRMZM2G091456	GRMZM2G502835	AC182617.3_FG001	GRMZM2G002309	GRMZM2G003252	GRMZM2G034152	GRMZM2G061751	GRMZM2G012280	AC211737.3_FG012	AC212835.3_FG007	GRMZM2G000339	GRMZM2G011173	GRMZM2G073754	GRMZM2G009196	AC233871.1_FG003	GRMZM2G004996	GRMZM2G000393	AC197545.3_FG002	GRMZM2G003755	GRMZM2G019359
GRMZM2G026548	GRMZM2G057642	GRMZM2G387890	AC233870.1_FGP006	GRMZM2G140726	GRMZM2G107524	GRMZM2G005652	GRMZM2G427529	GRMZM2G027298	GRMZM2G008490	GRMZM2G487629	GRMZM2G109041	GRMZM2G123558	GRMZM2G023110	GRMZM2G413996	GRMZM2G122267	GRMZM2G024668		GRMZM2G154218	GRMZM2G077757	GRMZM2G316967	GRMZM2G016649	AC234203.1_FGP010	GRMZM2G415012	GRMZM2G002121	GRMZM2G445613	GRMZM5G850966	GRMZM5G815470	GRMZM2G439201	GRMZM5G827143	GRMZM2G046532	GRMZM2G586611	AC210669.3_FG001	GRMZM5G870752	GRMZM2G122230	GRMZM2G077333	AC230013.2_FG007	AC214635.3_FG006	GRMZM2G056600	GRMZM2G383996	GRMZM2G101446	GRMZM5G820848	GRMZM2G057514	GRMZM2G333069	GRMZM2G088565	GRMZM2G129761	GRMZM5G889240	GRMZM5G898755	AC184130.4_FG012	GRMZM2G002999	GRMZM2G004298	GRMZM2G034206	GRMZM2G067417	GRMZM2G012391	AC215201.3_FG005	AC214350.3_FG007	GRMZM2G000510	GRMZM2G011219	GRMZM2G085116	GRMZM2G010348	AC233893.1_FG006	GRMZM2G005361	GRMZM2G000481	AC197555.3_FG008	GRMZM2G003883	GRMZM2G019515
GRMZM2G054136	GRMZM2G131793	GRMZM2G165969	GRMZM2G082640	GRMZM2G121683	GRMZM2G118737	GRMZM2G059073	GRMZM2G173763	AC187157.4_FGP002	GRMZM2G341732	GRMZM2G033135	GRMZM2G359566	GRMZM2G105192	GRMZM2G302160	GRMZM2G144011	GRMZM2G313027	GRMZM2G167207		GRMZM5G879527	GRMZM2G102497	GRMZM2G046846	GRMZM2G171595	GRMZM2G042548	GRMZM2G108272	GRMZM2G003642	GRMZM5G885757	GRMZM2G157443	GRMZM5G896006	GRMZM5G805132	GRMZM2G477325	GRMZM2G176307	GRMZM2G514479	GRMZM5G828053	GRMZM2G088060	GRMZM2G319875	GRMZM2G358038	GRMZM2G553422	GRMZM2G073465	GRMZM2G172491	GRMZM5G811797	GRMZM2G071089	GRMZM5G888407	GRMZM2G092459	GRMZM2G344418	GRMZM2G067601	GRMZM2G139797	GRMZM2G109787	GRMZM2G579793	AC185415.3_FG005	GRMZM2G003179	GRMZM2G005633	GRMZM2G036099	GRMZM2G067943	GRMZM2G013457	AC215260.3_FG003	AC214448.3_FG007	GRMZM2G000645	GRMZM2G012030	GRMZM2G090068	GRMZM2G012455	AC235546.1_FG001	GRMZM2G005483	GRMZM2G001661	AC197705.4_FG007	GRMZM2G004377	GRMZM2G023051
GRMZM2G113156	GRMZM2G042173	GRMZM2G090500	GRMZM2G063328	GRMZM2G029506	AC205521.3_FGP003	GRMZM2G050649	GRMZM2G177781	GRMZM2G151236	GRMZM2G063517	GRMZM5G866954	GRMZM2G052658	GRMZM2G137443	GRMZM2G061469	AC226373.2_FGP010	GRMZM2G351074	GRMZM2G369939		GRMZM2G026218	GRMZM2G338924	GRMZM2G057247	GRMZM2G116658	GRMZM2G156606	GRMZM2G175280	GRMZM2G010855	GRMZM5G851266	GRMZM2G559503	GRMZM2G150648	AC217050.4_FG006	GRMZM2G066049	GRMZM2G016890	GRMZM5G809105	GRMZM2G330098	GRMZM5G803952	GRMZM5G870280	GRMZM2G016066	GRMZM2G172342	GRMZM2G127350	GRMZM2G145870	GRMZM2G086920	GRMZM2G015784	GRMZM2G158205	GRMZM2G033828	GRMZM2G339994	GRMZM5G896796	AC209810.3_FG002	GRMZM2G070442	GRMZM2G048371	AC187098.4_FG011	GRMZM2G003409	GRMZM2G005771	GRMZM2G037146	GRMZM2G077755	GRMZM2G013677	AC215260.3_FG004	AC217358.3_FG011	GRMZM2G002898	GRMZM2G017421	GRMZM2G093359	GRMZM2G012806	GRMZM2G000615	GRMZM2G005887	GRMZM2G002523	AC199782.5_FG001	GRMZM2G004694	GRMZM2G025242
GRMZM2G155709	GRMZM2G104375	GRMZM2G159028	GRMZM2G143354	GRMZM2G028926	GRMZM2G414043	GRMZM2G118939	GRMZM2G038272	GRMZM2G114617	GRMZM5G889467	GRMZM2G127632	GRMZM2G057084	GRMZM2G160927	GRMZM2G019586	GRMZM2G450920	GRMZM2G101390	GRMZM2G151923		GRMZM2G343543	GRMZM2G057973	GRMZM2G142922	GRMZM2G143499	GRMZM2G158531	GRMZM2G104199	GRMZM2G347043	GRMZM2G117198	GRMZM5G863656	GRMZM2G035017	GRMZM2G478870	GRMZM5G890000	GRMZM2G160113	GRMZM5G835097	GRMZM2G113332	GRMZM2G113696	GRMZM2G047699	GRMZM2G071450	GRMZM5G895313	GRMZM5G827194	GRMZM2G385787	GRMZM2G035502	GRMZM2G065261	AC208077.3_FG004	GRMZM2G078465	GRMZM2G108338	GRMZM2G117786	GRMZM2G039166	GRMZM2G098813	GRMZM5G834521	AC187212.3_FG004	GRMZM2G003720	GRMZM2G006119	GRMZM2G050108	GRMZM2G080387	GRMZM2G016805	AC216353.2_FG005	AC217499.3_FG001	GRMZM2G003068	GRMZM2G019596	GRMZM2G094083	GRMZM2G015588	GRMZM2G001514	GRMZM2G006894	GRMZM2G002652	AC199782.5_FG002	GRMZM2G005013	GRMZM2G031420
GRMZM2G359018	GRMZM2G104047	GRMZM2G421513	GRMZM2G106590	GRMZM2G039983	GRMZM2G170842	GRMZM2G049912	GRMZM2G124838	GRMZM2G040917	GRMZM2G086123	GRMZM2G066876	GRMZM2G153162	GRMZM2G396114	GRMZM2G004140	GRMZM2G124573	GRMZM2G099797	GRMZM2G028190		GRMZM2G153541	GRMZM2G086030	GRMZM2G112640	GRMZM2G123544	AC217962.3_FGP005	GRMZM2G375724	GRMZM2G085711	GRMZM2G018941	GRMZM2G027451	GRMZM2G018228	GRMZM2G050412	GRMZM2G085967	GRMZM2G364349	GRMZM2G545000	GRMZM2G176694	GRMZM2G498314	GRMZM2G172664	GRMZM2G026015	GRMZM5G847096	GRMZM5G806888	GRMZM2G117281	GRMZM5G834335	GRMZM2G043822	GRMZM2G119219	GRMZM2G010863	GRMZM2G340656	GRMZM2G144730	GRMZM2G035045	GRMZM5G896154	GRMZM5G858282	AC188144.2_FG006	GRMZM2G003754	GRMZM2G009719	GRMZM2G050730	GRMZM2G080689	GRMZM2G023638	AC217300.3_FG005	AC226235.2_FG001	GRMZM2G004183	GRMZM2G020523	GRMZM2G108692	GRMZM2G015793	GRMZM2G001652	GRMZM2G007151	GRMZM2G003794	AC199782.5_FG003	GRMZM2G005290	GRMZM2G041352
GRMZM2G168249	GRMZM2G083437	GRMZM2G005646	GRMZM2G161087	GRMZM2G004459	GRMZM2G111642	GRMZM2G084812	GRMZM2G409865	GRMZM2G124288	GRMZM2G306028	GRMZM2G161285	GRMZM2G154366	GRMZM2G415491	GRMZM2G026643	GRMZM2G356034	AC233893.1_FGP006	GRMZM5G885628		GRMZM2G010871	GRMZM2G001699	GRMZM5G870932	GRMZM2G159498	GRMZM2G079832	GRMZM2G147811	GRMZM2G106590	GRMZM2G174883	GRMZM2G032315	GRMZM2G104025	GRMZM2G046804	GRMZM2G154397	GRMZM5G892124	GRMZM2G063536	AC210003.2_FG004	GRMZM2G047727	GRMZM2G148374	GRMZM2G351977	GRMZM2G078985	GRMZM2G142908	GRMZM2G330286	GRMZM2G086805	GRMZM2G124317	GRMZM2G450163	GRMZM5G834941	GRMZM2G370175	GRMZM2G070351	GRMZM2G473960	GRMZM2G031528	GRMZM2G551147	AC189879.3_FG003	GRMZM2G003762	GRMZM2G010868	GRMZM2G053830	GRMZM2G080955	GRMZM2G028413	AC217840.3_FG001	AC233853.1_FG002	GRMZM2G004397	GRMZM2G022547	GRMZM2G114739	GRMZM2G017532	GRMZM2G002391	GRMZM2G007914	GRMZM2G004835	AC200210.1_FG006	GRMZM2G006841	GRMZM2G044720
GRMZM2G064612	GRMZM2G045421	GRMZM2G157317	GRMZM2G010342	GRMZM2G071071	AC205419.3_FGP001	GRMZM2G020484	GRMZM2G005350	GRMZM2G039828	GRMZM5G897473	GRMZM2G006981	GRMZM2G063478	GRMZM2G017207	GRMZM2G033649	GRMZM2G137479	GRMZM2G125762	GRMZM2G174757		GRMZM2G080583	GRMZM2G148506	GRMZM2G428470	GRMZM2G120530	GRMZM5G824439	GRMZM2G032071	GRMZM2G153138	GRMZM2G119782	GRMZM5G825287	GRMZM2G168149	GRMZM2G134980	GRMZM5G866914	GRMZM2G115160	GRMZM2G007252	GRMZM2G179810	GRMZM5G803604	GRMZM2G482251	GRMZM2G162748	GRMZM5G854585	GRMZM2G174834	GRMZM5G870932	GRMZM2G042047	GRMZM2G105364	GRMZM2G136918	GRMZM2G038818	GRMZM2G407164	GRMZM2G022777	GRMZM2G038536	GRMZM2G124313	GRMZM2G317743	AC190485.1_FG002	GRMZM2G003789	GRMZM2G011078	GRMZM2G060659	GRMZM2G081151	GRMZM2G029242	AC226245.1_FG003	AC233953.1_FG005	GRMZM2G004988	GRMZM2G023436	GRMZM2G119941	GRMZM2G019783	GRMZM2G003631	GRMZM2G010960	GRMZM2G005552	AC202120.3_FG003	GRMZM2G007195	GRMZM2G048472
GRMZM2G162640	GRMZM2G336962	GRMZM2G333629	AC235534.1_FGP005	GRMZM2G142898	GRMZM2G097739	GRMZM2G174558	GRMZM2G086887	GRMZM2G145709	GRMZM2G137435	GRMZM2G171051	GRMZM2G147332	GRMZM2G139614	GRMZM2G084570	GRMZM2G358311	GRMZM2G403149	GRMZM2G024851		GRMZM2G163157	GRMZM2G169709	GRMZM2G097457	GRMZM5G814700	GRMZM2G135782	GRMZM2G113139	GRMZM2G457562	GRMZM5G861681	GRMZM5G863665	GRMZM2G385287	GRMZM2G048520	GRMZM5G854138	GRMZM2G052869	GRMZM5G847744	GRMZM2G027955	GRMZM5G887054	GRMZM2G431856	GRMZM2G010884	GRMZM2G402417	GRMZM2G085577	GRMZM2G007969	GRMZM2G409407	GRMZM2G002825	GRMZM2G110369	GRMZM2G431314	AC225718.2_FG006	GRMZM2G413006	GRMZM2G172574	GRMZM2G138355	GRMZM5G825953	AC190743.3_FG012	GRMZM2G003796	GRMZM2G011523	GRMZM2G061910	GRMZM2G085661	GRMZM2G031022	AC233850.1_FG003	AC233955.1_FG002	GRMZM2G005791	GRMZM2G023652	GRMZM2G141185	GRMZM2G021614	GRMZM2G003734	GRMZM2G010987	GRMZM2G005557	AC204007.3_FG008	GRMZM2G008367	GRMZM2G053908
GRMZM2G114055	GRMZM2G120575	GRMZM2G066902	GRMZM2G097289	GRMZM2G153434	GRMZM2G055331	GRMZM2G416142	GRMZM2G335344	GRMZM2G098622	GRMZM2G072850	GRMZM2G089357	GRMZM2G009994	AC198418.3_FGP005	GRMZM5G854731	GRMZM2G027272	GRMZM2G382104	GRMZM2G159295		GRMZM2G153454	GRMZM2G379994	GRMZM2G428184	GRMZM2G345725	GRMZM2G138131	GRMZM2G010637	GRMZM2G089995	GRMZM2G175423	GRMZM2G474555	GRMZM2G146809	GRMZM5G853909	GRMZM2G116273	GRMZM2G168651	GRMZM2G154182	GRMZM2G341729	GRMZM2G125527	AC233959.1_FG006	GRMZM2G072383	GRMZM2G389965	GRMZM2G060079	GRMZM2G335280	GRMZM5G898768	GRMZM2G140799	GRMZM2G587348	GRMZM2G015097	GRMZM2G169943	GRMZM2G006977	GRMZM2G006119	GRMZM2G036455	GRMZM5G829894	AC190909.3_FG003	GRMZM2G004040	GRMZM2G012863	GRMZM2G063431	GRMZM2G085836	GRMZM2G032655	AC233914.1_FG001	AC233955.1_FG008	GRMZM2G006085	GRMZM2G025078	GRMZM2G147671	GRMZM2G021877	GRMZM2G003963	GRMZM2G011588	GRMZM2G007249	AC205320.3_FG004	GRMZM2G008456	GRMZM2G054224
GRMZM2G471115	GRMZM5G889372	GRMZM2G106429	GRMZM2G035430	GRMZM2G006329	GRMZM2G169182	GRMZM2G173878	GRMZM5G872147	GRMZM2G425377	GRMZM2G109865	GRMZM2G058120	GRMZM2G097768	GRMZM2G001457	GRMZM2G303709	GRMZM2G075921	GRMZM2G001169	GRMZM2G095892		GRMZM2G113098	AC233883.1_FGP006	GRMZM2G169580	GRMZM2G428730	GRMZM2G181453	GRMZM2G166082	GRMZM2G061447	GRMZM2G027392	GRMZM5G837108	GRMZM5G881775	GRMZM2G472696	GRMZM2G510249	GRMZM2G321978	GRMZM2G081464	GRMZM2G148176	GRMZM2G343543	GRMZM2G025833	GRMZM2G017290	GRMZM2G387076	GRMZM2G013448	GRMZM2G168898	GRMZM5G820996	GRMZM2G165506	GRMZM2G092497	GRMZM2G000945	GRMZM2G030717	GRMZM2G127546	GRMZM5G842848	GRMZM2G016923	GRMZM5G883764	AC190909.3_FG004	GRMZM2G005000	GRMZM2G013461	GRMZM2G066326	GRMZM2G092008	GRMZM2G036217	AC234157.1_FG002	AC234154.1_FG007	GRMZM2G006178	GRMZM2G025832	GRMZM2G152862	GRMZM2G024315	GRMZM2G004211	GRMZM2G015983	GRMZM2G007466	AC205703.4_FG005	GRMZM2G008638	GRMZM2G060023
GRMZM2G100043	GRMZM2G314546	GRMZM2G005216	GRMZM2G030659	GRMZM2G142932	GRMZM2G342243	GRMZM2G024693	GRMZM2G443668	GRMZM2G176407	GRMZM2G115975	GRMZM2G075132	GRMZM2G053261	GRMZM2G006894	GRMZM2G047370	GRMZM2G162290	GRMZM2G326195	GRMZM2G005947		GRMZM2G100431	GRMZM2G331105	GRMZM2G109896	GRMZM2G074665	GRMZM2G004180	GRMZM2G013114	GRMZM2G077673	AC206201.3_FG004	AC196489.3_FG002	GRMZM2G074898	GRMZM2G012224	GRMZM2G140101	GRMZM2G306345	GRMZM2G137329	GRMZM5G820074	GRMZM2G160027	GRMZM2G024887	GRMZM5G809350	GRMZM5G822388	GRMZM2G039383	GRMZM5G865664	GRMZM2G584876	GRMZM2G169671	GRMZM2G001567	GRMZM2G056867	GRMZM2G063287	GRMZM2G099696	GRMZM2G358051	GRMZM2G171408	GRMZM2G502474	AC190915.3_FG007	GRMZM2G005939	GRMZM2G013704	GRMZM2G068639	GRMZM2G093305	GRMZM2G040424	AC234522.1_FG005	AC235544.1_FG006	GRMZM2G006293	GRMZM2G026043	GRMZM2G155232	GRMZM2G028500	GRMZM2G008187	GRMZM2G017110	GRMZM2G012861	AC206968.3_FG003	GRMZM2G009030	GRMZM2G061283
GRMZM2G162353	GRMZM2G127687	GRMZM5G812289	GRMZM2G171702	GRMZM2G353266	GRMZM2G160906	GRMZM2G330430	GRMZM2G378805	GRMZM2G029258	GRMZM2G016939	GRMZM2G553687	GRMZM2G178398	GRMZM2G036938	GRMZM2G159741	GRMZM2G360835	GRMZM2G177052	GRMZM2G150004		GRMZM2G090595	GRMZM2G009843	GRMZM2G147685	GRMZM2G127154	GRMZM2G130287	GRMZM2G351125	GRMZM2G315401	GRMZM2G171430	GRMZM2G077851	GRMZM2G044800	GRMZM2G490567	AC206425.3_FG002	GRMZM2G133129	GRMZM2G124207	GRMZM2G004349	GRMZM2G435224	GRMZM2G004927	GRMZM2G121878	GRMZM2G100225	GRMZM2G145133	GRMZM2G114322	GRMZM5G848160	GRMZM2G096247	GRMZM2G088309	GRMZM2G055652	GRMZM2G337238	GRMZM2G012863	GRMZM2G117230	GRMZM2G395114	GRMZM5G820301	AC192244.3_FG001	GRMZM2G006578	GRMZM2G016649	GRMZM2G071087	GRMZM2G094072	GRMZM2G040954	GRMZM2G000256	GRMZM2G000632	GRMZM2G006377	GRMZM2G028986	GRMZM2G161643	GRMZM2G030784	GRMZM2G009479	GRMZM2G019404	GRMZM2G013082	AC207655.2_FG003	GRMZM2G009232	GRMZM2G061980
GRMZM2G139141	GRMZM2G056145	GRMZM2G162859	GRMZM2G000980	GRMZM2G323912	GRMZM2G120975	GRMZM2G086925	GRMZM5G804064	GRMZM2G178839	GRMZM2G085236	GRMZM2G478238	GRMZM2G057823	GRMZM2G113409	GRMZM2G121166	GRMZM2G078143	GRMZM5G839757	GRMZM2G047178		GRMZM2G005791	GRMZM2G002786	GRMZM2G097068	GRMZM2G125642	GRMZM2G038050	GRMZM2G040079	GRMZM2G132866	GRMZM2G139786	GRMZM2G156673	GRMZM2G365884	GRMZM2G563480	GRMZM5G894055	GRMZM2G047055	GRMZM2G576460	GRMZM2G485184	GRMZM5G896845	GRMZM2G146573	GRMZM2G174984	GRMZM2G091155	GRMZM2G014154	GRMZM2G086869	GRMZM2G143086	GRMZM2G110378	GRMZM2G180720	GRMZM2G088290	GRMZM2G169890	GRMZM2G090087	GRMZM2G511701	GRMZM2G034840	GRMZM2G112165	AC194296.3_FG001	GRMZM2G006585	GRMZM2G017670	GRMZM2G071292	GRMZM2G095382	GRMZM2G045892	GRMZM2G001084	GRMZM2G000660	GRMZM2G006981	GRMZM2G030144	GRMZM2G169398	GRMZM2G033644	GRMZM2G009995	GRMZM2G020091	GRMZM2G014136	AC207656.3_FG002	GRMZM2G009341	GRMZM2G062123
GRMZM2G145085	GRMZM5G867185	GRMZM2G317835	GRMZM2G005126	GRMZM2G074604	GRMZM2G021912	GRMZM2G457889	GRMZM2G022921	GRMZM2G134214	GRMZM2G358238	GRMZM2G146267	GRMZM2G066024	GRMZM2G154505	GRMZM2G025037	GRMZM2G039238	GRMZM2G464976	GRMZM2G136139		GRMZM2G158818	GRMZM2G102196	GRMZM2G142802	GRMZM2G156251	GRMZM2G100732	GRMZM2G406674	AC198518.3_FG001	GRMZM2G577677	GRMZM2G077208	GRMZM2G064640	AC149818.2_FG004	AC209208.3_FG002	GRMZM2G064302	GRMZM2G177828	GRMZM5G879350	GRMZM2G042118	GRMZM5G818800	GRMZM2G153184	GRMZM2G063617	GRMZM2G108133	GRMZM2G537383	GRMZM2G064758	GRMZM5G829401	GRMZM2G148925	GRMZM2G086022	GRMZM2G154747	GRMZM5G895619	GRMZM2G151510	GRMZM2G075081	GRMZM5G840970	AC194970.5_FG001	GRMZM2G007122	GRMZM2G018586	GRMZM2G073693	GRMZM2G107003	GRMZM2G047018	GRMZM2G001296	GRMZM2G001421	GRMZM2G007080	GRMZM2G030167	GRMZM2G169412	GRMZM2G035599	GRMZM2G010356	GRMZM2G021879	GRMZM2G014212	AC208327.4_FG003	GRMZM2G010298	GRMZM2G064563
